issue_date,due_date,return_date,days_on_loan,overdue_status,book_id,book_title,genre,author,borrower_id,borrower_name,borrower_type,borrower_age_group,student_major,student_batch
2023-10-29,2023-11-21,2023-11-02,4.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-11-21,2023-12-09,2023-12-05,14.0,Returned On Time,12,Dune,Science,Author L,10046,Student 46,Student,18-20,English Literature,2024
2023-01-16,2023-02-04,2023-01-31,15.0,Returned On Time,31,Microeconomics,Fiction,Author E,10045,Student 45,Student,24-25,Physics,2022
2024-05-20,2024-06-03,2024-05-26,6.0,Returned On Time,39,The Tipping Point,History,Author M,10006,Student 6,Student,21-23,History,2022
2024-05-06,2024-05-30,2024-05-23,17.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10028,Student 28,Student,18-20,Mathematics,2024
2024-07-01,2024-07-21,2024-07-16,15.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10014,Student 14,Student,18-20,Chemistry,2022
2023-03-31,2023-04-23,2023-04-16,16.0,Returned On Time,18,The Elements of Style,History,Author R,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-10-18,2024-11-09,,,Overdue,3,To Kill a Mockingbird,Fiction,Author C,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-02-22,2023-03-19,2023-02-27,5.0,Returned On Time,10,Crime and Punishment,Science,Author J,10015,Student 15,Student,24-25,Computer Science,2024
2024-02-12,2024-02-19,2024-02-19,7.0,Returned On Time,18,The Elements of Style,History,Author R,10013,Student 13,Student,18-20,Physics,2022
2023-04-10,2023-04-26,2023-04-16,6.0,Returned On Time,19,Clean Code,Science,Author S,10020,Student 20,Student,18-20,Psychology,2023
2023-07-10,2023-07-22,2023-07-17,7.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10037,Student 37,Student,24-25,Sociology,2022
2024-11-25,2024-12-20,2024-12-14,19.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10036,Student 36,Student,24-25,Electrical Engineering,2023
2024-06-15,2024-07-03,2024-07-03,18.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10019,Student 19,Student,24-25,Psychology,2024
2024-03-06,2024-03-21,2024-03-18,12.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10044,Student 44,Student,18-20,Civil Engineering,2023
2023-02-10,2023-03-04,,,Overdue,40,Brave New World,Philosophy,Author N,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2024-11-03,2024-11-27,2024-11-13,10.0,Returned On Time,40,Brave New World,Philosophy,Author N,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-01-07,2023-02-02,,,Overdue,18,The Elements of Style,History,Author R,10011,Student 11,Student,21-23,History,2022
2024-10-30,2024-11-18,2024-11-11,12.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10034,Student 34,Student,21-23,Physics,2024
2023-04-23,2023-05-16,2023-05-05,12.0,Returned On Time,32,Macroeconomics,Economics,Author F,10028,Student 28,Student,18-20,Mathematics,2024
2023-05-31,2023-06-19,2023-06-19,19.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10003,Student 3,Student,18-20,History,2023
2024-09-24,2024-10-18,2024-10-10,16.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10043,Student 43,Student,24-25,Biology,2024
2024-03-31,2024-04-07,,,Overdue,44,Dracula,Mathematics,Author R,10013,Student 13,Student,18-20,Physics,2022
2024-10-25,2024-11-08,2024-10-30,5.0,Returned On Time,39,The Tipping Point,History,Author M,10015,Student 15,Student,24-25,Computer Science,2024
2024-01-28,2024-02-23,2024-02-13,16.0,Returned On Time,49,Jane Eyre,History,Author W,10037,Student 37,Student,24-25,Sociology,2022
2024-12-29,2025-01-17,2025-01-17,19.0,Returned On Time,37,Meditations,Fiction,Author K,10046,Student 46,Student,18-20,English Literature,2024
2024-04-12,2024-05-02,2024-04-15,3.0,Returned On Time,10,Crime and Punishment,Science,Author J,10033,Student 33,Student,18-20,Economics,2022
2023-11-08,2023-11-22,2023-11-22,14.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2023-01-09,2023-01-28,2023-01-27,18.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10011,Student 11,Student,21-23,History,2022
2023-11-16,2023-11-23,2023-11-23,7.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10046,Student 46,Student,18-20,English Literature,2024
2024-07-08,2024-08-03,2024-07-14,6.0,Returned On Time,31,Microeconomics,Fiction,Author E,10001,Student 1,Student,18-20,Chemistry,2024
2024-08-03,2024-08-19,2024-08-14,11.0,Returned On Time,2,1984,Science,Author B,10026,Student 26,Student,24-25,Electrical Engineering,2024
2023-09-13,2023-10-06,2023-09-19,6.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10030,Student 30,Student,18-20,History,2022
2023-10-30,2023-11-20,2023-11-06,7.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10035,Student 35,Student,18-20,Biology,2024
2023-11-02,2023-11-22,2023-11-22,20.0,Returned On Time,38,Outliers,History,Author L,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-04-15,2023-05-12,2023-04-24,9.0,Returned On Time,10,Crime and Punishment,Science,Author J,10027,Student 27,Student,21-23,English Literature,2022
2024-09-02,2024-09-22,2024-09-10,8.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10048,Student 48,Student,21-23,Economics,2022
2023-11-22,2023-12-14,2023-12-07,15.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10039,Student 39,Student,18-20,Mathematics,2022
2024-03-19,2024-04-09,2024-04-04,16.0,Returned On Time,37,Meditations,Fiction,Author K,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-02-08,2024-03-02,2024-02-14,6.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10005,Student 5,Student,21-23,Computer Science,2023
2023-10-07,2023-10-15,2023-10-15,8.0,Returned On Time,22,Data Science for Business,Science,Author V,10037,Student 37,Student,24-25,Sociology,2022
2024-03-02,2024-03-12,2024-03-12,10.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-02-24,2023-03-10,2023-03-05,9.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10019,Student 19,Student,24-25,Psychology,2024
2023-05-30,2023-06-11,2023-06-11,12.0,Returned On Time,33,Nudge,Economics,Author G,10004,Student 4,Student,24-25,Chemistry,2023
2023-12-10,2023-12-29,2023-12-29,19.0,Returned On Time,7,War and Peace,Computer Science,Author G,10018,Student 18,Student,21-23,Physics,2024
2024-11-29,2024-12-16,2024-12-06,7.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-10-03,2023-10-21,2023-10-10,7.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10030,Student 30,Student,18-20,History,2022
2024-11-26,2024-12-20,2024-12-10,14.0,Returned On Time,36,The Art of War,Computer Science,Author J,10049,Student 49,Student,24-25,Sociology,2022
2023-06-06,2023-06-17,2023-06-17,11.0,Returned On Time,37,Meditations,Fiction,Author K,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-01-13,2024-01-25,2024-01-25,12.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10029,Student 29,Student,24-25,Economics,2024
2023-12-06,2023-12-24,,,Overdue,1,The Great Gatsby,Fiction,Author A,10014,Student 14,Student,18-20,Chemistry,2022
2023-08-26,2023-09-09,2023-09-09,14.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10018,Student 18,Student,21-23,Physics,2024
2023-09-27,2023-10-05,2023-10-02,5.0,Returned On Time,39,The Tipping Point,History,Author M,10014,Student 14,Student,18-20,Chemistry,2022
2023-12-27,2024-01-15,2024-01-07,11.0,Returned On Time,12,Dune,Science,Author L,10028,Student 28,Student,18-20,Mathematics,2024
2024-09-17,2024-09-30,2024-09-30,13.0,Returned On Time,49,Jane Eyre,History,Author W,10019,Student 19,Student,24-25,Psychology,2024
2023-03-27,2023-04-16,2023-04-09,13.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-09-28,2023-10-21,2023-10-10,12.0,Returned On Time,35,The Structure of Scientific Revolutions,Computer Science,Author I,10045,Student 45,Student,24-25,Physics,2022
2023-11-17,2023-12-06,2023-12-06,19.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10035,Student 35,Student,18-20,Biology,2024
2024-05-29,2024-06-12,2024-06-12,14.0,Returned On Time,24,Deep Learning,Science,Author X,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2023-11-18,2023-11-25,2023-11-21,3.0,Returned On Time,39,The Tipping Point,History,Author M,10005,Student 5,Student,21-23,Computer Science,2023
2024-07-08,2024-07-31,2024-07-17,9.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10018,Student 18,Student,21-23,Physics,2024
2024-07-21,2024-07-29,2024-07-29,8.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10026,Student 26,Student,24-25,Electrical Engineering,2024
2023-04-27,2023-05-06,2023-05-06,9.0,Returned On Time,40,Brave New World,Philosophy,Author N,10014,Student 14,Student,18-20,Chemistry,2022
2024-01-13,2024-01-31,2024-01-29,16.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10034,Student 34,Student,21-23,Physics,2024
2023-08-29,2023-09-06,2023-09-06,8.0,Returned On Time,7,War and Peace,Computer Science,Author G,10037,Student 37,Student,24-25,Sociology,2022
2023-04-29,2023-05-08,2023-05-08,9.0,Returned On Time,42,The Hobbit,Science,Author P,10012,Student 12,Student,18-20,Mathematics,2023
2023-04-24,2023-05-06,2023-05-06,12.0,Returned On Time,12,Dune,Science,Author L,10006,Student 6,Student,21-23,History,2022
2024-10-31,2024-11-07,2024-11-07,7.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10013,Student 13,Student,18-20,Physics,2022
2023-07-07,2023-07-22,2023-07-22,15.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10021,Student 21,Student,21-23,Computer Science,2024
2024-08-25,2024-09-12,2024-09-12,18.0,Returned On Time,18,The Elements of Style,History,Author R,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-12-17,2023-12-31,2023-12-31,14.0,Returned On Time,39,The Tipping Point,History,Author M,10003,Student 3,Student,18-20,History,2023
2024-02-22,2024-03-13,2024-03-04,11.0,Returned On Time,42,The Hobbit,Science,Author P,10015,Student 15,Student,24-25,Computer Science,2024
2023-04-29,2023-05-22,2023-05-04,5.0,Returned On Time,36,The Art of War,Computer Science,Author J,10033,Student 33,Student,18-20,Economics,2022
2023-06-06,2023-06-19,2023-06-19,13.0,Returned On Time,44,Dracula,Mathematics,Author R,10028,Student 28,Student,18-20,Mathematics,2024
2023-03-04,2023-03-13,2023-03-13,9.0,Returned On Time,42,The Hobbit,Science,Author P,10019,Student 19,Student,24-25,Psychology,2024
2024-10-23,2024-11-05,2024-11-05,13.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10035,Student 35,Student,18-20,Biology,2024
2024-06-11,2024-06-26,2024-06-16,5.0,Returned On Time,44,Dracula,Mathematics,Author R,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-09-02,2023-09-18,,,Overdue,40,Brave New World,Philosophy,Author N,10046,Student 46,Student,18-20,English Literature,2024
2024-09-17,2024-10-10,2024-10-04,17.0,Returned On Time,31,Microeconomics,Fiction,Author E,10034,Student 34,Student,21-23,Physics,2024
2024-10-07,2024-10-28,2024-10-28,21.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10045,Student 45,Student,24-25,Physics,2022
2023-03-16,2023-04-01,2023-03-24,8.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2023-09-11,2023-10-02,2023-10-02,21.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10022,Student 22,Student,24-25,Civil Engineering,2024
2023-05-17,2023-06-13,2023-06-01,15.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10025,Student 25,Student,18-20,Computer Science,2022
2023-06-15,2023-07-04,2023-06-21,6.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10041,Student 41,Student,24-25,History,2023
2023-03-23,2023-04-14,2023-04-08,16.0,Returned On Time,7,War and Peace,Computer Science,Author G,10034,Student 34,Student,21-23,Physics,2024
2024-08-18,2024-09-08,2024-08-28,10.0,Returned On Time,34,Freakonomics,Computer Science,Author H,10025,Student 25,Student,18-20,Computer Science,2022
2023-09-30,2023-10-07,2023-10-07,7.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10039,Student 39,Student,18-20,Mathematics,2022
2023-01-21,2023-02-14,2023-01-30,9.0,Returned On Time,12,Dune,Science,Author L,10017,Student 17,Student,21-23,Sociology,2024
2024-11-05,2024-11-17,2024-11-11,6.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10029,Student 29,Student,24-25,Economics,2024
2024-12-22,2025-01-10,2025-01-06,15.0,Returned On Time,30,The Republic,History,Author D,10032,Student 32,Student,18-20,English Literature,2023
2024-07-18,2024-07-28,2024-07-28,10.0,Returned On Time,22,Data Science for Business,Science,Author V,10036,Student 36,Student,24-25,Electrical Engineering,2023
2024-05-27,2024-06-22,,,Overdue,15,"Thinking, Fast and Slow",History,Author O,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2024-12-02,2024-12-15,,,Overdue,44,Dracula,Mathematics,Author R,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-07-15,2023-08-10,2023-07-27,12.0,Returned On Time,30,The Republic,History,Author D,10013,Student 13,Student,18-20,Physics,2022
2023-06-23,2023-07-09,2023-07-05,12.0,Returned On Time,36,The Art of War,Computer Science,Author J,10017,Student 17,Student,21-23,Sociology,2024
2023-12-13,2023-12-21,2023-12-21,8.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10030,Student 30,Student,18-20,History,2022
2024-12-04,2024-12-15,2024-12-15,11.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10014,Student 14,Student,18-20,Chemistry,2022
2023-12-28,2024-01-07,2024-01-07,10.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10005,Student 5,Student,21-23,Computer Science,2023
2023-07-26,2023-08-11,2023-08-11,16.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-09-25,2023-10-11,2023-10-11,16.0,Returned On Time,19,Clean Code,Science,Author S,10029,Student 29,Student,24-25,Economics,2024
2024-11-13,2024-11-22,2024-11-22,9.0,Returned On Time,39,The Tipping Point,History,Author M,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2023-11-10,2023-11-24,2023-11-22,12.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-03-03,2023-03-23,2023-03-15,12.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10037,Student 37,Student,24-25,Sociology,2022
2024-09-15,2024-10-11,2024-09-23,8.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10021,Student 21,Student,21-23,Computer Science,2024
2023-07-03,2023-07-13,2023-07-13,10.0,Returned On Time,34,Freakonomics,Computer Science,Author H,10034,Student 34,Student,21-23,Physics,2024
2024-08-16,2024-09-05,2024-08-25,9.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10001,Student 1,Student,18-20,Chemistry,2024
2024-07-25,2024-08-15,2024-08-15,21.0,Returned On Time,38,Outliers,History,Author L,10035,Student 35,Student,18-20,Biology,2024
2023-10-25,2023-11-10,2023-11-06,12.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10014,Student 14,Student,18-20,Chemistry,2022
2023-10-07,2023-10-26,2023-10-21,14.0,Returned On Time,14,Cosmos,Mathematics,Author N,10011,Student 11,Student,21-23,History,2022
2023-09-26,2023-10-07,2023-09-30,4.0,Returned On Time,32,Macroeconomics,Economics,Author F,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2024-02-17,2024-03-15,2024-02-23,6.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10009,Student 9,Student,24-25,Sociology,2023
2023-04-12,2023-04-25,2023-04-15,3.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10017,Student 17,Student,21-23,Sociology,2024
2023-05-28,2023-06-15,2023-06-01,4.0,Returned On Time,46,Treasure Island,Economics,Author T,10002,Student 2,Student,21-23,Physics,2022
2024-02-01,2024-02-26,2024-02-23,22.0,Returned On Time,12,Dune,Science,Author L,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-10-08,2024-10-21,2024-10-21,13.0,Returned On Time,49,Jane Eyre,History,Author W,10019,Student 19,Student,24-25,Psychology,2024
2023-04-09,2023-04-21,2023-04-15,6.0,Returned On Time,42,The Hobbit,Science,Author P,10028,Student 28,Student,18-20,Mathematics,2024
2023-06-01,2023-06-12,2023-06-12,11.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10046,Student 46,Student,18-20,English Literature,2024
2024-04-09,2024-05-04,2024-04-24,15.0,Returned On Time,35,The Structure of Scientific Revolutions,Computer Science,Author I,10024,Student 24,Student,21-23,Physics,2024
2023-10-29,2023-11-11,2023-11-11,13.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10030,Student 30,Student,18-20,History,2022
2023-03-31,2023-04-09,2023-04-09,9.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10012,Student 12,Student,18-20,Mathematics,2023
2024-10-27,2024-11-17,2024-11-04,8.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10050,Student 50,Student,18-20,History,2024
2024-06-28,2024-07-11,2024-07-11,13.0,Returned On Time,36,The Art of War,Computer Science,Author J,10007,Student 7,Student,21-23,Civil Engineering,2024
2024-01-26,2024-02-06,2024-02-06,11.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10005,Student 5,Student,21-23,Computer Science,2023
2024-07-13,2024-07-31,2024-07-31,18.0,Returned On Time,39,The Tipping Point,History,Author M,10013,Student 13,Student,18-20,Physics,2022
2023-12-29,2024-01-22,2024-01-08,10.0,Returned On Time,42,The Hobbit,Science,Author P,10029,Student 29,Student,24-25,Economics,2024
2023-12-15,2024-01-01,2023-12-30,15.0,Returned On Time,37,Meditations,Fiction,Author K,10043,Student 43,Student,24-25,Biology,2024
2023-01-02,2023-01-18,2023-01-05,3.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10037,Student 37,Student,24-25,Sociology,2022
2024-04-03,2024-04-13,2024-04-13,10.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-03-07,2023-03-31,2023-03-11,4.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2024-04-17,2024-04-26,2024-04-26,9.0,Returned On Time,49,Jane Eyre,History,Author W,10029,Student 29,Student,24-25,Economics,2024
2024-06-24,2024-07-16,,,Overdue,7,War and Peace,Computer Science,Author G,10046,Student 46,Student,18-20,English Literature,2024
2023-11-05,2023-11-27,2023-11-16,11.0,Returned On Time,46,Treasure Island,Economics,Author T,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2024-10-21,2024-10-31,2024-10-29,8.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10036,Student 36,Student,24-25,Electrical Engineering,2023
2024-07-27,2024-08-07,2024-07-30,3.0,Returned On Time,32,Macroeconomics,Economics,Author F,10021,Student 21,Student,21-23,Computer Science,2024
2024-03-24,2024-04-02,2024-04-02,9.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10002,Student 2,Student,21-23,Physics,2022
2023-03-28,2023-04-10,2023-04-01,4.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10012,Student 12,Student,18-20,Mathematics,2023
2023-02-06,2023-02-13,2023-02-09,3.0,Returned On Time,2,1984,Science,Author B,10036,Student 36,Student,24-25,Electrical Engineering,2023
2024-04-28,2024-05-20,2024-05-14,16.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10020,Student 20,Student,18-20,Psychology,2023
2024-09-16,2024-10-07,,,Overdue,49,Jane Eyre,History,Author W,10011,Student 11,Student,21-23,History,2022
2024-02-23,2024-03-03,2024-03-03,9.0,Returned On Time,24,Deep Learning,Science,Author X,10035,Student 35,Student,18-20,Biology,2024
2024-02-06,2024-02-15,2024-02-15,9.0,Returned On Time,8,Hamlet,Computer Science,Author H,10009,Student 9,Student,24-25,Sociology,2023
2024-11-14,2024-11-25,2024-11-25,11.0,Returned On Time,36,The Art of War,Computer Science,Author J,10026,Student 26,Student,24-25,Electrical Engineering,2024
2023-06-26,2023-07-18,,,Overdue,44,Dracula,Mathematics,Author R,10004,Student 4,Student,24-25,Chemistry,2023
2024-12-21,2025-01-09,2025-01-09,19.0,Returned On Time,30,The Republic,History,Author D,10021,Student 21,Student,21-23,Computer Science,2024
2024-09-08,2024-09-19,2024-09-19,11.0,Returned On Time,38,Outliers,History,Author L,10025,Student 25,Student,18-20,Computer Science,2022
2024-10-26,2024-11-10,2024-11-10,15.0,Returned On Time,22,Data Science for Business,Science,Author V,10015,Student 15,Student,24-25,Computer Science,2024
2023-06-25,2023-07-04,2023-07-04,9.0,Returned On Time,39,The Tipping Point,History,Author M,10041,Student 41,Student,24-25,History,2023
2023-12-23,2024-01-03,2024-01-03,11.0,Returned On Time,8,Hamlet,Computer Science,Author H,10032,Student 32,Student,18-20,English Literature,2023
2023-05-20,2023-05-27,2023-05-27,7.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10033,Student 33,Student,18-20,Economics,2022
2024-03-17,2024-04-01,2024-04-01,15.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10048,Student 48,Student,21-23,Economics,2022
2023-06-03,2023-06-29,2023-06-11,8.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10020,Student 20,Student,18-20,Psychology,2023
2024-04-25,2024-05-11,2024-05-06,11.0,Returned On Time,36,The Art of War,Computer Science,Author J,10019,Student 19,Student,24-25,Psychology,2024
2023-11-13,2023-12-01,2023-12-01,18.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10025,Student 25,Student,18-20,Computer Science,2022
2023-10-31,2023-11-26,2023-11-19,19.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10050,Student 50,Student,18-20,History,2024
2023-03-28,2023-04-19,2023-04-19,22.0,Returned On Time,39,The Tipping Point,History,Author M,10005,Student 5,Student,21-23,Computer Science,2023
2023-03-29,2023-04-21,2023-04-16,18.0,Returned On Time,2,1984,Science,Author B,10027,Student 27,Student,21-23,English Literature,2022
2024-09-27,2024-10-08,2024-10-08,11.0,Returned On Time,22,Data Science for Business,Science,Author V,10048,Student 48,Student,21-23,Economics,2022
2024-05-04,2024-05-26,2024-05-17,13.0,Returned On Time,19,Clean Code,Science,Author S,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2023-12-20,2024-01-04,2024-01-02,13.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10010,Student 10,Student,21-23,Psychology,2024
2023-11-28,2023-12-24,2023-12-10,12.0,Returned On Time,49,Jane Eyre,History,Author W,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-09-18,2023-10-11,2023-09-25,7.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10006,Student 6,Student,21-23,History,2022
2024-01-11,2024-01-26,2024-01-26,15.0,Returned On Time,8,Hamlet,Computer Science,Author H,10033,Student 33,Student,18-20,Economics,2022
2023-05-12,2023-05-25,2023-05-22,10.0,Returned On Time,10,Crime and Punishment,Science,Author J,10025,Student 25,Student,18-20,Computer Science,2022
2024-02-19,2024-03-02,2024-03-02,12.0,Returned On Time,6,Moby Dick,Computer Science,Author F,10010,Student 10,Student,21-23,Psychology,2024
2023-08-26,2023-09-08,2023-09-08,13.0,Returned On Time,7,War and Peace,Computer Science,Author G,10009,Student 9,Student,24-25,Sociology,2023
2024-12-20,2025-01-05,2024-12-27,7.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-03-21,2024-04-06,2024-04-06,16.0,Returned On Time,40,Brave New World,Philosophy,Author N,10041,Student 41,Student,24-25,History,2023
2023-10-27,2023-11-21,2023-11-11,15.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10028,Student 28,Student,18-20,Mathematics,2024
2023-01-02,2023-01-10,2023-01-10,8.0,Returned On Time,18,The Elements of Style,History,Author R,10004,Student 4,Student,24-25,Chemistry,2023
2024-06-15,2024-07-06,2024-07-06,21.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10035,Student 35,Student,18-20,Biology,2024
2023-05-12,2023-05-30,2023-05-19,7.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10009,Student 9,Student,24-25,Sociology,2023
2023-10-27,2023-11-21,2023-10-31,4.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10039,Student 39,Student,18-20,Mathematics,2022
2024-04-05,2024-04-22,2024-04-22,17.0,Returned On Time,18,The Elements of Style,History,Author R,10050,Student 50,Student,18-20,History,2024
2023-04-25,2023-05-18,2023-04-29,4.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-11-20,2024-11-27,2024-11-27,7.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10013,Student 13,Student,18-20,Physics,2022
2023-12-11,2023-12-20,2023-12-20,9.0,Returned On Time,46,Treasure Island,Economics,Author T,10050,Student 50,Student,18-20,History,2024
2023-02-16,2023-02-23,2023-02-19,3.0,Returned On Time,24,Deep Learning,Science,Author X,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-11-06,2024-11-28,2024-11-10,4.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10006,Student 6,Student,21-23,History,2022
2023-07-29,2023-08-25,,,Overdue,17,A Brief History of Time,Philosophy,Author Q,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-08-12,2023-08-20,2023-08-20,8.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10007,Student 7,Student,21-23,Civil Engineering,2024
2024-11-14,2024-11-21,2024-11-21,7.0,Returned On Time,47,Sense and Sensibility,Economics,Author U,10043,Student 43,Student,24-25,Biology,2024
2024-05-01,2024-05-24,2024-05-20,19.0,Returned On Time,31,Microeconomics,Fiction,Author E,10048,Student 48,Student,21-23,Economics,2022
2024-10-14,2024-10-28,2024-10-28,14.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10020,Student 20,Student,18-20,Psychology,2023
2023-11-09,2023-12-02,2023-12-02,23.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10044,Student 44,Student,18-20,Civil Engineering,2023
2023-08-21,2023-09-16,2023-09-13,23.0,Returned On Time,36,The Art of War,Computer Science,Author J,10039,Student 39,Student,18-20,Mathematics,2022
2023-08-13,2023-08-29,2023-08-24,11.0,Returned On Time,24,Deep Learning,Science,Author X,10035,Student 35,Student,18-20,Biology,2024
2024-09-05,2024-09-16,2024-09-16,11.0,Returned On Time,30,The Republic,History,Author D,10033,Student 33,Student,18-20,Economics,2022
2024-12-29,2025-01-15,,,Overdue,25,Calculus: Early Transcendentals,Science,Author Y,10010,Student 10,Student,21-23,Psychology,2024
